Temperature_C,RelativeHumidity_%,CoatingWeight_gm2,WVTR_gm2_day
22.458847351920788,43.88517722585738,24.28221295233183,132259.14630606462
58.11214911695522,69.90167129746061,21.022068225505194,3922970.390332612
28.51680421172588,90.92055775208743,48.95471035046678,235389.3528829725
42.773373066523334,50.851808045862505,49.99808225180222,397716.4174983603
56.50908494726479,66.32762384441547,52.2832915629362,1301386.2754472694
55.698856721658586,59.44252685175955,10.83788224665669,5593501.744207659
53.83844462840623,49.5018115934399,15.597752071180329,2775681.973446667
53.96417347317042,42.99913245147642,16.785022040631826,2258184.675458736
59.625890437859866,61.14043787769846,57.37369785352302,1459199.8749588768
58.38415814623316,61.68249478311446,42.49562393887728,1687494.215821822
29.98560042076582,57.64129268901351,54.17330187923189,152488.27959263406
44.92927601863099,80.11328444953513,15.793257151203957,2335331.4276296636
58.865309250257816,59.125020545679064,10.098756569401814,6921179.593627196
39.83711274924467,55.464118477890864,53.15600702843665,353265.19873608334
57.85731994326773,68.42494956298705,44.277217502859735,1944327.4494789143
49.22846948352002,83.63945626001194,58.2987332043043,896531.0251239787
24.411083433915046,51.619332993205575,49.20469001589175,89766.82695001301
25.1388345944388,80.5309801706164,20.052508821977014,387489.0535727788
24.621815852083028,55.134297417198596,56.52620393806674,94744.6758753255
34.92291977216883,61.787466927508596,57.491950533340315,253238.1816800116
39.70929081723132,60.4968339482207,53.50716478579429,374618.04570960614
56.3012153666884,43.31297729875274,25.902699644292657,1509535.7690503122
51.48064704663117,55.438207556834385,15.505440070131872,2625313.5908910353
29.069744631221248,88.67680700278868,47.64389547006131,265633.1826119468
40.544234224324654,56.35291800134078,19.091642310978912,1070289.6817582287
54.95987656086138,76.61445313680366,41.25773459236475,1852130.289989299
54.05588136577512,93.81755321734344,27.56437720995596,2977651.3742277455
42.11027892291477,67.80100186783046,49.18114786029563,519268.41282636643
26.857890376041873,67.8167797245556,28.697076521244448,274497.91263629735
26.52429851362234,92.93020600897286,48.04932218509624,217390.04313483878
26.597758691840806,76.50780626421164,38.14165703560607,236778.34388165813
35.24483153880123,91.86842972995535,19.727329600268614,1116228.007797868
21.72721370047592,71.69798235935119,41.18704626236945,132512.63391306397
